date, pm25, pm10, o3, no2, so2, co
2019/8/20, 54, 32, 71, 15, 3, 5
2019/8/21, 71, 44, 66, 19, 3, 6
2019/8/22, 104, 36, 44, 13, 3, 6
2019/8/23, 91, 30, 33, 13, , 4
2019/8/24, 77, 18, 16, 8, , 3
2019/8/25, 34, 25, 49, 10, 3, 4
2019/8/26, 52, 36, 56, 16, 3, 5
2019/8/27, 75, 27, 27, 14, 3, 5
2019/8/28, 69, 23, 30, 18, 2, 5
2019/8/29, 69, 49, 67, 21, 4, 8
2019/8/30, 132, 46, 56, 17, 3, 7
2019/8/31, 105, 15, 36, 13, 2, 5
2019/9/1, 48, 9, 26, 16, 2, 5
2019/9/2, 33, 18, 10, 23, 3, 6
2019/9/3, 55, 38, 12, 23, 2, 7
2019/9/4, 104, 17, 5, 16, 2, 3
2019/9/5, 46, 11, 9, 9, 2, 3
2019/9/6, 25, 29, 46, 16, 3, 5
2019/9/7, 64, 44, 59, 21, 4, 8
2019/9/8, 113, 30, 35, 15, 3, 5
2019/9/9, 81, 43, 106, 21, 3, 6
2019/9/10, 96, 35, 43, 14, 3, 6
2019/9/11, 94, 25, 38, 17, 3, 6
2019/9/12, 58, 24, 40, 13, 3, 4
2019/9/13, 54, 28, 31, 11, 4, 5
2019/9/14, 53, 20, 41, 7, 3, 6
2019/9/15, 45, 27, 51, 11, 4, 7
2019/9/16, 50, 35, 44, 11, 3, 6
2019/9/17, 71, 29, 49, 10, 3, 5
2019/9/18, 42, 25, 35, 7, 3, 4
2019/9/19, 31, 26, 46, 11, 4, 6
2019/9/20, 39, 17, 38, 8, 3, 4
2019/9/21, 35, 19, 35, 6, 2, 4
2019/9/22, 29, 37, 40, 17, 3, 7
2019/9/23, 64, 51, 80, 27, 4, 8
2019/9/24, 97, 47, 64, 29, 4, 8
2019/9/25, 108, 29, 42, 20, 3, 5
2019/9/26, 64, 31, 43, 20, 3, 6
2019/9/27, 73, 36, 40, 16, 3, 5
2019/9/28, 83, 33, 41, 14, 3, 6
2019/9/29, 83, 33, 34, 14, 2, 8
2019/9/30, 79, 14, 16, 7, 2, 4
2019/4/1, 79, 55, 43, 25, 5, 6
2019/4/2, 95, 54, 37, 29, 4, 7
2019/4/3, 117, 38, 35, 16, 3, 4
2019/4/4, 102, 60, 81, 21, 5, 6
2019/4/5, 151, 54, 64, 21, 5, 5
2019/4/6, 133, 74, 85, 22, 6, 7
2019/4/7, 154, 69, 66, 24, 4, 6
2019/4/8, 159, 39, 37, 11, 3, 4
2019/4/9, 103, 21, 37, 9, 3, 3
2019/4/10, 60, 33, 43, 18, 4, 6
2019/4/11, 77, 54, 59, 27, 5, 6
2019/4/12, 136, 33, 59, 13, 4, 3
2019/4/13, 82, 48, 47, 19, 5, 6
2019/4/14, 126, 52, 45, 17, 4, 4
2019/4/15, 109, 40, 40, 14, 4, 3
2019/4/16, 67, 52, 62, 23, 4, 5
2019/4/17, 140, 54, 94, 19, 4, 5
2019/4/18, 131, 47, 38, 20, 4, 4
2019/4/19, 122, 25, 34, 11, 3, 3
2019/4/20, 63, 29, 19, 15, 3, 3
2019/4/21, 79, 21, 17, 17, 3, 3
2019/4/22, 65, 43, 37, 22, 4, 7
2019/4/23, 117, 75, 29, 30, 4, 9
2019/4/24, 171, 41, 35, 18, 4, 7
2019/4/25, 108, 31, 32, 11, 3, 5
2019/4/26, 70, 32, 46, 18, 4, 4
2019/4/27, 63, 36, 31, 18, 3, 5
2019/4/28, 99, 35, 22, 20, 3, 4
2019/4/29, 102, 23, 28, 13, 3, 4
2019/4/30, 73, 64, 62, 19, 5, 7
2019/5/1, 137, 62, 49, 24, 4, 4
2019/5/2, 105, 52, 52, 24, 4, 6
2019/5/3, 91, 47, 68, 23, 4, 4
2019/5/4, 89, 45, 62, 11, 4, 4
2019/5/5, 109, 42, 43, 10, 4, 3
2019/5/6, 76, 37, 46, 14, 4, 3
2019/5/7, 60, 37, 49, 14, 4, 3
2019/5/8, 67, 45, 103, 18, 5, 4
2019/5/9, 111, 47, 91, 16, 5, 4
2019/5/10, 119, 52, 115, 20, 6, 4
2019/5/11, 129, 48, 85, 15, 5, 4
2019/5/12, 121, 41, 44, 16, 5, 3
2019/5/13, 107, 40, 40, 10, 4, 3
2019/5/14, 112, 24, 24, 11, 3, 3
2019/5/15, 58, 45, 18, 19, 3, 5
2019/5/16, 115, 28, 25, 16, 4, 6
2019/5/17, 49, 36, 34, 13, 4, 5
2019/5/18, 50, 49, 58, 15, 4, 6
2019/5/19, 142, 54, 47, 14, 5, 4
2019/5/20, 84, 60, 92, 20, 6, 4
2019/5/21, 93, 60, 97, 23, 6, 5
2019/5/22, 111, 66, 135, 24, 7, 6
2019/5/23, 149, 52, 90, 18, 5, 4
2019/5/24, 103, 39, 49, 9, 4, 3
2019/5/25, 66, 24, 31, 9, 3, 3
2019/5/26, 68, 29, 43, 7, 3, 5
2019/5/27, 81, 27, 44, 11, 4, 4
2019/5/28, 35, 44, 43, 33, 4, 5
2019/5/29, 82, 38, 49, 24, 4, 4
2019/5/30, 71, 57, 69, 18, 4, 7
2019/5/31, 143, 42, 43, 16, 3, 4
2019/6/1, 112, 25, 57, 13, 3, 3
2019/6/2, 65, 29, 69, 11, 4, 4
2019/6/3, 76, 37, 87, 13, 4, 5
2019/6/4, 94, 44, 73, 11, 3, 5
2019/6/5, 115, 28, 39, 8, 3, 4
2019/6/6, 67, 22, 49, 8, 4, 4
2019/6/7, 62, 28, 71, 8, 3, 4
2019/6/8, 77, 28, 72, 8, 3, 4
2019/6/9, 79, 40, 52, 10, 4, 6
2019/6/10, 113, 31, 48, 9, 5, 7
2019/6/11, 82, 22, 44, 9, 4, 3
2019/6/12, 58, 24, 39, 9, 4, 4
2019/6/13, 65, 21, 47, 9, 3, 4
2019/6/14, 54, 50, 115, 16, 5, 6
2019/6/15, 130, 63, 120, 15, 6, 7
2019/6/16, 155, 36, 56, 14, 4, 5
2019/6/17, 81, 18, 26, 14, 3, 5
2019/6/18, 58, 30, 32, 13, , 6
2019/6/19, 81, 21, 27, 11, 4, 4
2019/6/20, 67, 18, 30, 8, 3, 6
2019/6/21, 57, 26, 33, 10, 4, 5
2019/6/22, 72, 29, 45, 8, 4, 5
2019/6/23, 79, 26, 51, 7, 4, 4
2019/6/24, 64, 19, 31, 9, 4, 4
2019/6/25, 44, 15, 19, 14, , 5
2019/6/26, 52, 33, 54, 14, 4, 5
2019/6/27, 95, 41, 91, 14, 4, 6
2019/6/28, 103, 41, 84, 14, , 8
2019/6/29, 115, 27, 28, 14, , 8
2019/6/30, 78, 23, 24, 13, , 6
2019/1/1, 79, 59, 22, 20, 6, 8
2019/1/2, 152, 52, 14, 30, 4, 8
2019/1/3, 135, 22, 18, 25, 3, 5
2019/1/4, 60, 31, 14, 20, 3, 7
2019/1/5, 89, 29, 23, 15, 3, 5
2019/1/6, 78, 31, 15, 21, 3, 7
2019/1/7, 86, 45, 30, 14, 4, 8
2019/1/8, 123, 23, 19, 17, 3, 6
2019/1/9, 67, 16, 14, 20, 2, 6
2019/1/10, 50, 15, 11, 23, 2, 6
2019/1/11, 55, 37, 6, 20, 4, 10
2019/1/12, 109, 59, 18, 21, 4, 10
2019/1/13, 161, 64, 27, 28, 4, 10
2019/1/14, 155, 74, 35, 20, 4, 12
2019/1/15, 169, 45, 24, 13, 4, 4
2019/1/16, 80, 84, 16, 35, 7, 11
2019/1/17, 163, 75, 34, 32, 6, 10
2019/1/18, 163, 69, 17, 33, 6, 9
2019/1/19, 156, 68, 31, 18, 6, 9
2019/1/20, 146, 59, 25, 29, 6, 7
2019/1/21, 119, 82, 20, 36, 7, 9
2019/1/22, 165, 83, 34, 44, 8, 10
2019/1/23, 170, 76, 29, 44, 7, 11
2019/1/24, 173, 39, 35, 25, 5, 7
2019/1/25, 98, 28, 28, 10, 3, 4
2019/1/26, 51, 36, 30, 22, 3, 5
2019/1/27, 67, 49, 18, 27, 4, 7
2019/1/28, 121, 59, 19, 23, 4, 10
2019/1/29, 117, 44, 18, 23, 3, 7
2019/1/30, 73, 20, 33, 7, 3, 6
2019/1/31, 43, 59, 27, 12, 3, 8
2019/2/1, 144, 57, 33, 13, 4, 8
2019/2/2, 134, 61, 16, 14, 4, 12
2019/2/3, 143, 88, 33, 10, 4, 11
2019/2/4, 145, 55, 31, 9, 3, 6
2019/2/5, 64, 52, 32, 14, 3, 7
2019/2/6, 124, 37, 31, 6, 3, 4
2019/2/7, 83, 18, 29, 6, 3, 3
2019/2/8, 40, 16, 31, 5, 3, 4
2019/2/9, 38, 24, 27, 8, 4, 4
2019/2/10, 57, 25, 28, 9, 4, 8
2019/2/11, 76, 29, 30, 14, 3, 6
2019/2/12, 78, 30, 36, 7, 3, 7
2019/2/13, 63, 34, 36, 10, 3, 6
2019/2/14, 76, 15, 28, 13, 3, 4
2019/2/15, 53, 44, 32, 8, 3, 4
2019/2/16, 107, 35, 34, 9, 5, 6
2019/2/17, 85, 18, 22, 20, 3, 6
2019/2/18, 60, 31, 13, 21, 3, 6
2019/2/19, 92, 47, 22, 18, 3, 7
2019/2/20, 130, 54, 34, 15, 4, 8
2019/2/21, 146, 47, 29, 15, 3, 7
2019/2/22, 129, 89, 32, 25, 5, 9
2019/2/23, 186, 75, 53, 27, 5, 9
2019/2/24, 164, 63, 32, 30, 6, 11
2019/2/25, 158, 44, 39, 17, 4, 7
2019/2/26, 101, 35, 28, 19, 4, 7
2019/2/27, 79, 33, 32, 17, 4, 5
2019/2/28, 87, 70, 41, 31, 5, 11
2019/3/1, 149, 53, 31, 24, 4, 6
2019/3/2, 139, 63, 34, 25, 5, 7
2019/3/3, 159, 74, 48, 20, 5, 8
2019/3/4, 171, 69, 38, 24, 4, 7
2019/3/5, 165, 64, 55, 17, 3, 7
2019/3/6, 159, 66, 50, 13, 4, 8
2019/3/7, 136, 37, 34, 18, 3, 5
2019/3/8, 64, 35, 19, 32, 4, 7
2019/3/9, 97, 48, 23, 20, 4, 8
2019/3/10, 124, 66, 43, 29, 5, 8
2019/3/11, 145, 82, 46, 27, 5, 7
2019/3/12, 148, 54, 35, 18, 4, 5
2019/3/13, 68, 32, 34, 21, 3, 5
2019/3/14, 68, 52, 45, 23, 6, 6
2019/3/15, 129, 56, 53, 28, 5, 6
2019/3/16, 102, 69, 71, 31, 7, 8
2019/3/17, 165, 36, 35, 19, 4, 5
2019/3/18, 98, 40, 44, 23, 4, 6
2019/3/19, 102, 40, 47, 16, 4, 7
2019/3/20, 80, 49, 33, 13, 4, 9
2019/3/21, 133, 30, 35, 9, 4, 5
2019/3/22, 43, 35, 40, 13, 5, 6
2019/3/23, 78, 47, 48, 14, 4, 5
2019/3/24, 105, 53, 38, 24, 4, 7
2019/3/25, 141, 60, 45, 28, 5, 7
2019/3/26, 145, 52, 33, 27, 5, 7
2019/3/27, 138, 62, 23, 31, 4, 8
2019/3/28, 156, 54, 39, 21, 3, 6
2019/3/29, 130, 62, 41, 22, 5, 7
2019/3/30, 135, 47, 42, 12, 4, 5
2019/3/31, 60, 50, 55, 22, 4, 4
2018/10/1, 66, 47, 81, 20, 5, 6
2018/10/2, 80, 37, 63, 19, 4, 5
2018/10/3, 67, 37, 67, 9, 5, 5
2018/10/4, 63, 29, 51, 5, 4, 4
2018/10/5, 48, 45, 63, 13, 5, 7
2018/10/6, 77, 53, 98, 18, 5, 8
2018/10/7, 95, 44, 48, 17, 4, 9
2018/10/8, 63, 49, 33, 32, 4, 7
2018/10/9, 88, 39, 40, 11, 4, 6
2018/10/10, 76, 35, 42, 18, 5, 5
2018/10/11, 62, 32, 43, 20, 5, 6
2018/10/12, 63, 39, 52, 27, 4, 5
2018/10/13, 70, 31, 37, 17, 4, 5
2018/10/14, 54, 30, 45, 17, 3, 7
2018/10/15, 52, 33, 53, 20, 4, 7
2018/10/16, 74, 54, 76, 32, 4, 7
2018/10/17, 118, 32, 45, 15, 4, 7
2018/10/18, 71, 36, 40, 25, 5, 6
2018/10/19, 62, 29, 38, 22, 3, 5
2018/10/20, 54, 32, 43, 27, 3, 5
2018/10/21, 62, 18, 27, 23, 2, 6
2018/10/22, 59, 52, 58, 21, 3, 10
2018/10/23, 138, 68, 68, 28, 3, 10
2018/10/24, 144, 53, 52, 19, 3, 7
2018/10/25, 85, 60, 35, 17, 3, 9
2018/10/26, 139, 72, 23, 37, 6, 9
2018/10/27, 130, 66, 48, 38, 7, 9
2018/10/28, 125, 75, 51, 38, 10, 9
2018/10/29, 147, 42, 41, 25, 4, 8
2018/10/30, 85, 34, 46, 16, 4, 8
2018/10/31, 71, 25, 37, 17, 3, 7
2018/11/1, 55, 31, 36, 23, 3, 7
2018/11/2, 62, 28, 37, 23, 2, 8
2018/11/3, 60, 30, 43, 21, 2, 7
2018/11/4, 81, 30, 40, 15, 2, 6
2018/11/5, 82, 29, 41, 18, 3, 7
2018/11/6, 78, 41, 19, 29, 2, 8
2018/11/7, 137, 18, 16, 18, 2, 8
2018/11/8, 54, 45, 33, 28, 4, 10
2018/11/9, 123, 45, 41, 26, 3, 9
2018/11/10, 116, 46, 27, 25, 4, 8
2018/11/11, 120, 27, 35, 16, 3, 9
2018/11/12, 68, 40, 37, 25, 3, 8
2018/11/13, 81, 48, 41, 30, 3, 9
2018/11/14, 96, 40, 7, 40, 3, 9
2018/11/15, 79, 22, 34, 15, 3, 6
2018/11/16, 66, 30, 33, 13, 4, 7
2018/11/17, 56, 18, 25, 15, 3, 7
2018/11/18, 59, 61, 25, 23, 6, 13
2018/11/19, 148, 52, 35, 26, 5, 13
2018/11/20, 122, 13, 33, 16, 3, 8
2018/11/21, 47, 43, 38, 19, 4, 9
2018/11/22, 94, 51, 35, 33, 4, 9
2018/11/23, 111, 56, 35, 31, 5, 9
2018/11/24, 123, 71, 42, 39, 5, 12
2018/11/25, 166, 58, 35, 37, 4, 12
2018/11/26, 133, 79, 38, 45, 5, 15
2018/11/27, 173, 90, 32, 43, 4, 14
2018/11/28, 188, 91, 47, 56, 5, 14
2018/11/29, 180, 81, 39, 39, 4, 11
2018/11/30, 142, 61, 29, 29, 3, 5
2018/12/1, 94, 41, 24, 22, 2, 4
2018/12/2, 91, 53, 6, 29, 2, 7
2018/12/3, 144, 39, 16, 21, 2, 9
2018/12/4, 108, , , , , 
2018/12/10, 70, 16, 24, 13, 3, 4
2018/12/11, 45, 63, 20, 22, 7, 9
2018/12/12, 154, 60, 21, 29, 8, 8
2018/12/13, 156, 59, 21, 29, 6, 10
2018/12/14, 127, 28, 13, 28, 3, 4
2018/12/15, 52, 59, 22, 27, 5, 8
2018/12/16, 132, 93, 22, 37, 7, 10
2018/12/17, 175, 92, 18, 46, 7, 11
2018/12/18, 162, 76, 4, 52, 7, 9
2018/12/19, 147, 44, 20, 31, 4, 7
2018/12/20, 89, 49, 3, 32, 3, 6
2018/12/21, 118, 33, 20, 21, 2, 5
2018/12/22, 95, 49, 35, 14, 4, 7
2018/12/23, 123, 50, 28, 20, 4, 8
2018/12/24, 87, 34, 20, 23, 3, 5
2018/12/25, 58, 17, 27, 14, 2, 7
2018/12/26, 41, 31, 25, 11, 3, 3
2018/12/27, 63, 37, 25, 11, 4, 3
2018/12/28, 75, 42, 21, 19, 5, 6
2018/12/29, 88, 33, 18, 17, 4, 4
2018/12/30, 83, , , , , 
2018/8/25, 53, 21, 21, 11, 3, 4
2018/8/26, 43, 24, 30, 8, 3, 3
2018/8/27, 29, 28, 31, 6, 3, 3
2018/8/28, 30, 27, 34, 8, 4, 3
2018/8/29, 30, 32, 42, 10, 4, 4
2018/8/30, 42, 32, 86, 11, 4, 3
2018/8/31, 54, 43, 63, 18, 4, 6
2018/9/1, 105, 36, 75, 15, 4, 6
2018/9/2, 90, 49, 69, 18, 4, 5
2018/9/3, 121, 52, 95, 22, 5, 8
2018/9/4, 104, 61, 119, 27, 5, 7
2018/9/5, 106, 67, 123, 15, 5, 7
2018/9/6, 131, 60, 32, 25, 4, 9
2018/9/7, 129, 34, 43, 15, 4, 3
2018/9/8, 50, 32, 49, 15, 4, 4
2018/9/9, 53, 30, 48, 13, 4, 6
2018/9/10, 52, 37, 38, 19, 3, 6
2018/9/11, 47, 33, 32, 19, 4, 6
2018/9/12, 52, 26, 29, 14, 3, 4
2018/9/13, 46, 33, 33, 23, 5, 5
2018/9/14, 57, 30, 43, 16, 4, 3
2018/9/15, 56, 26, 24, 10, 3, 3
2018/9/16, 47, 18, 14, 15, 3, 4
2018/9/17, 27, 30, 27, 19, 5, 5
2018/9/18, 54, 39, 79, 18, 4, 5
2018/9/19, 79, 39, 22, 25, 4, 6
2018/9/20, 86, 36, 35, 17, 4, 9
2018/9/21, 85, 42, 37, 25, 6, 8
2018/9/22, 87, 62, 82, 21, 6, 8
2018/9/23, 129, 48, 80, 10, 4, 5
2018/9/24, 86, 31, 53, 10, 3, 6
2018/9/25, 35, 30, 47, 9, 4, 6
2018/9/26, 36, 28, 43, 11, 4, 6
2018/9/27, 40, 30, 46, 17, 4, 5
2018/9/28, 38, 29, 47, 10, 4, 5
2018/9/29, 45, 56, 109, 16, 7, 7
2018/9/30, 107, 42, 53, 14, 6, 5
2024/12/31, , 68, 31, 26, 3, 5
2020/6/15, , 29, 47, 12, 1, 2
2019/12/31, , 25, 19, 20, 3, 5
2018/12/31, , 27, 27, 11, 3, 3
2018/12/9, , 15, 19, 16, 3, 2
2018/8/24, , 23, 28, 11, 2, 3
